Gene,Cox_coefficient,Raw_p-value,BH-adjusted_p-value,Median_Expression,Mean_Expression
STYK1,0.0818,0.41,0.899478895,2.7281,7.260863725
TDH,-0.077,0.41,0.899478895,4.4395,8.294260458
TEX10,-0.0726,0.41,0.899478895,481.2433,531.6578304
TEX264,0.0766,0.41,0.899478895,1186.6623,1299.255492
TFEB,0.0713,0.41,0.899478895,564.9615,586.1498719
TMEM144,0.0784,0.41,0.899478895,531.4607,838.2986069
TMEM59L,0.0833,0.41,0.899478895,1927.7736,2063.109019
TMPRSS5,0.0825,0.41,0.899478895,182.381,219.7876219
TNFRSF21,0.079,0.41,0.899478895,2524.7578,2699.445896
TRIM36,0.0726,0.41,0.899478895,317.4041,358.858199
TSKU,0.0777,0.41,0.899478895,563.5796,684.0327278
TSTA3,-0.0738,0.41,0.899478895,799.2524,873.3166271
TTC27,-0.0719,0.41,0.899478895,328.4859,333.9342464
TTF1,-0.0728,0.41,0.899478895,305.749,316.7094997
TUBGCP3,-0.0734,0.41,0.899478895,558.5793,570.3046935
TUSC1,0.0725,0.41,0.899478895,264.3715,291.9988255
TXNDC5,-0.0783,0.41,0.899478895,2756.9478,3102.284834
TYK2,-0.0716,0.41,0.899478895,1427.2152,1527.154586
UBE3C,0.0721,0.41,0.899478895,1713.4005,1732.598406
UBQLN2,0.0699,0.41,0.899478895,1350.6366,1391.877575
UBXN7,-0.0726,0.41,0.899478895,172.6519,185.241766
UGT8,0.0754,0.41,0.899478895,222.8942,523.0192588
USP13,-0.074,0.41,0.899478895,420.508,438.0668239
VPS13C,-0.0757,0.41,0.899478895,818.1902,882.598684
VPS35,0.0722,0.41,0.899478895,2275.5697,2279.186403
XRCC4,0.0754,0.41,0.899478895,139.2833,146.3880324
ZFYVE19,-0.0755,0.41,0.899478895,412.4378,432.8281725
ZNF57,-0.0716,0.41,0.899478895,81.5528,86.43679216
ZNF740,-0.0748,0.41,0.899478895,665.9267,692.0506255
ALG10,-0.0776,0.42,0.900764137,65.1801,67.06373366
APITD1,0.0799,0.42,0.900764137,251.4149,289.7874562
ASTN2,0.0747,0.42,0.900764137,1014.4728,1167.564951
ATAD1,-0.076,0.42,0.900764137,686.4335,680.6283291
ATOH8,-0.0671,0.42,0.900764137,304.1738,388.4526928
BAMBI,0.0711,0.42,0.900764137,258.5194,360.1404608
BIRC6,-0.0684,0.42,0.900764137,1037.0195,1077.454419
R3HCC1L,-0.0757,0.42,0.900764137,169.9191,177.055199
TEN1,0.0727,0.42,0.900764137,259.1564,305.6276513
C19orf47,-0.0763,0.42,0.900764137,278.4448,299.0785288
SPATA45,-0.0771,0.42,0.900764137,1.654,1.811403595
C22orf23,0.0735,0.42,0.900764137,70.3178,78.71519412
ATRAID,0.0697,0.42,0.900764137,2715.1263,3172.233859
CNOT11,-0.0714,0.42,0.900764137,704.7435,720.1999245
M1AP,0.0756,0.42,0.900764137,16.557,22.28170556
CACNA2D4,0.0758,0.42,0.900764137,65.045,81.80923627
CALCOCO2,0.0717,0.42,0.900764137,1631.068,1672.417091
CASP6,-0.0714,0.42,0.900764137,219.2521,224.4774013
CBX1,0.0755,0.42,0.900764137,2508.1744,2487.726743
CEP89,-0.0764,0.42,0.900764137,544.7269,574.2907183
CEP85,-0.071,0.42,0.900764137,308.6817,334.9315572
CCDC93,-0.0693,0.42,0.900764137,905.8562,934.9242435
CCL20,0.0794,0.42,0.900764137,10.4167,49.50126797
CD101,-0.076,0.42,0.900764137,93.9448,105.1988065
CD274,0.0758,0.42,0.900764137,28.4474,48.83443072
CD2,0.0777,0.42,0.900764137,32.9541,51.53091373
CD8B,0.0762,0.42,0.900764137,8.3545,16.15467157
CDC123,-0.0778,0.42,0.900764137,932.7802,1041.004684
CDH6,0.0705,0.42,0.900764137,377.5251,447.433781
CDKN1C,-0.0736,0.42,0.900764137,239.3095,356.4498696
CENPL,-0.0803,0.42,0.900764137,212.1212,236.2034412
COL3A1,-0.0827,0.42,0.900764137,2974.0329,11570.17506
COQ5,0.0651,0.42,0.900764137,657.3977,750.7944379
CRMP1,0.0784,0.42,0.900764137,3590.5572,4301.451451
CRTAC1,0.0703,0.42,0.900764137,84.3373,183.2629275
CXCR5,0.0805,0.42,0.900764137,1.6971,2.489791503
DAG1,0.0777,0.42,0.900764137,4856.4498,5144.682967
DCTN5,-0.0737,0.42,0.900764137,1536.9551,1592.553178
DHX16,-0.0685,0.42,0.900764137,684.1156,693.3281033
DOCK7,-0.0711,0.42,0.900764137,1592.901,1643.27869
DPEP2,0.0776,0.42,0.900764137,44.2036,60.09210131
DPM1,-0.07,0.42,0.900764137,504.1037,543.452284
DPP6,0.0713,0.42,0.900764137,2795.5368,2957.233526
DSE,-0.0822,0.42,0.900764137,542.4659,655.6920291
DYNLL2,0.0705,0.42,0.900764137,1754.107,1796.352868
EDC4,-0.0715,0.42,0.900764137,1268.057,1245.537611
EIF3C,-0.0784,0.42,0.900764137,177.5879,224.2550284
ELOF1,-0.0733,0.42,0.900764137,1191.8185,1208.532969
ERG,-0.0783,0.42,0.900764137,180.4053,195.0108915
ESCO1,-0.0745,0.42,0.900764137,357.0128,365.3870477
EXOSC10,-0.0649,0.42,0.900764137,1345.7232,1386.185376
AMER2,0.074,0.42,0.900764137,212.2186,267.4130882
FAM126B,-0.0782,0.42,0.900764137,265.215,280.537232
FAM127A,0.0773,0.42,0.900764137,4025.8856,4251.933875
FAM151B,0.0799,0.42,0.900764137,26.506,28.42145033
FAM3B,0.0757,0.42,0.900764137,8.1292,14.75103693
FCGR3A,0.0701,0.42,0.900764137,4184.6673,4793.046414
FRMPD4,0.0813,0.42,0.900764137,6.1875,15.95805425
FSIP1,0.0749,0.42,0.900764137,37.5483,43.68822941
GATC,-0.07,0.42,0.900764137,44.5482,45.54254967
GCC1,0.0783,0.42,0.900764137,641.4909,658.7888291
GCLM,0.0777,0.42,0.900764137,334.1989,369.3909654
GCM1,0.0776,0.42,0.900764137,1.2222,2.037363399
GJA1,0.0761,0.42,0.900764137,8725.6098,11529.33341
GNB5,0.0853,0.42,0.900764137,542.1687,548.3088503
GNG12,-0.0726,0.42,0.900764137,2971.4286,3183.814331
GPC2,0.0758,0.42,0.900764137,219.6919,391.6304647
GUCY1A2,-0.0756,0.42,0.900764137,60.6293,71.32658268
HADHA,-0.0739,0.42,0.900764137,3818.6987,3925.95115
HAUS8,-0.0723,0.42,0.900764137,167.1731,178.7713337
HAVCR2,0.0692,0.42,0.900764137,1007.0057,1143.986397
HDAC2,-0.0747,0.42,0.900764137,1623.1707,1834.992317
HDAC6,-0.0732,0.42,0.900764137,1507.6056,1560.082476
HFE,0.0733,0.42,0.900764137,137.2443,140.9762454
HR,0.0764,0.42,0.900764137,274.3236,384.6983922
HSP90B3P,0.0794,0.42,0.900764137,4.0568,4.258585294
HYDIN,0.0688,0.42,0.900764137,138.9158,211.8402327
IKZF2,-0.0716,0.42,0.900764137,131.4242,140.9532039
IKZF5,-0.0738,0.42,0.900764137,368.2266,407.9389758
INTS10,-0.0739,0.42,0.900764137,1281.7564,1387.858089
JAKMIP3,0.0765,0.42,0.900764137,34.8978,46.65503889
KALRN,0.0751,0.42,0.900764137,431.0127,523.5521882
KHDRBS3,0.0776,0.42,0.900764137,1200.9377,1276.485425
KIF18B,0.0731,0.42,0.900764137,310.59,370.9155938
KLHL13,-0.0792,0.42,0.900764137,524.8066,570.7721154
KLHL31,-0.0703,0.42,0.900764137,6.1888,8.290385948
KRTAP5-1,0.0787,0.42,0.900764137,1.3357,2.586882026
LAMB1,0.0819,0.42,0.900764137,1560.8181,2499.571437
LGALS1,0.0761,0.42,0.900764137,6659.19,8237.223855
CCDC183-AS1,0.0676,0.42,0.900764137,19.9106,24.3953049
DKFZP434A062,0.074,0.42,0.900764137,6.6593,9.30314281
GUSBP5,-0.0781,0.42,0.900764137,7.5085,11.98331373
GUSBP11,-0.0725,0.42,0.900764137,253.3126,298.6228912
LRIG1,-0.0757,0.42,0.900764137,5892.3811,6581.123194
MANF,0.0799,0.42,0.900764137,1117.6471,1218.134248
MAP4K5,-0.0753,0.42,0.900764137,669.55385,730.8202425
MBIP,-0.0792,0.42,0.900764137,385.7797,525.4246412
MCL1,0.0769,0.42,0.900764137,6158.9907,6491.337461
METTL5,-0.0712,0.42,0.900764137,515.7595,566.9146745
MIMT1,0.0727,0.42,0.900764137,4.5377,12.08473072
MRPS15,-0.0684,0.42,0.900764137,830.1186,973.6484683
NBR1,0.0725,0.42,0.900764137,2862.8461,2897.366461
NDUFC1,0.071,0.42,0.900764137,819.0326,872.7017209
NOTCH4,-0.0699,0.42,0.900764137,706.8007,767.9674265
NOX4,-0.0816,0.42,0.900764137,142.5471,161.9663369
NRARP,-0.0738,0.42,0.900764137,381.4229,462.9947961
PCDHA2,0.0758,0.42,0.900764137,22.7304,56.51293562
PDCL3,0.0737,0.42,0.900764137,314.562,330.1346575
PDE1C,0.074,0.42,0.900764137,115.2941,147.2098768
PDE7A,0.0749,0.42,0.900764137,333.7796,383.0910052
PDE8A,-0.0711,0.42,0.900764137,650.1809,711.2361376
PIGF,0.0732,0.42,0.900764137,478.6349,521.4593748
PILRA,0.0724,0.42,0.900764137,195.0742,222.5444441
PLEKHG3,0.0745,0.42,0.900764137,319.6976,404.1193931
PLRG1,-0.0741,0.42,0.900764137,903.537,898.5488216
PPIA,0.073,0.42,0.900764137,8033.2262,8977.79557
PPP1R16A,0.0836,0.42,0.900764137,797.4726,871.8346013
None,-0.0737,0.42,0.900764137,2.4522,3.166947059
PRPSAP1,0.0744,0.42,0.900764137,940.5422,1000.234146
PURB,0.0777,0.42,0.900764137,1916.9435,2031.680372
PVR,0.0727,0.42,0.900764137,579.5222,615.7451291
RAD50,0.0708,0.42,0.900764137,757.9556,769.6511346
RASGEF1A,0.0776,0.42,0.900764137,82.7016,124.6216261
RBM11,0.0748,0.42,0.900764137,6.5878,13.54845686
RGS1,0.0743,0.42,0.900764137,1967.8135,2679.22103
RHOB,0.0704,0.42,0.900764137,9652.5244,11398.88664
RNF220,-0.074,0.42,0.900764137,1477.5707,1528.332393
RNF34,0.0679,0.42,0.900764137,759.9422,773.0378314
RNPC3,-0.0754,0.42,0.900764137,127.0823,148.4055559
ROPN1L,0.0753,0.42,0.900764137,8.4794,39.19067516
RTN4RL1,0.0878,0.42,0.900764137,17.8198,35.73065359
SCAI,-0.0752,0.42,0.900764137,242.515,256.0868559
SCLY,-0.075,0.42,0.900764137,318.0479,325.7462817
SEC23A,-0.069,0.42,0.900764137,1038.8809,1105.353823
SEC63,-0.0722,0.42,0.900764137,1613.5164,1625.826858
SEMA5A,0.0698,0.42,0.900764137,2211.8321,2662.553151
SERTAD3,-0.0755,0.42,0.900764137,323.6575,364.0430742
SH3PXD2A,0.0795,0.42,0.900764137,537.5869,675.0954284
SKINT1L,-0.0763,0.42,0.900764137,2.4974,5.22895915
SLC1A2,0.0769,0.42,0.900764137,6286.7567,7690.438871
SLC25A20,0.079,0.42,0.900764137,529.6875,542.3322562
SLC27A4,0.0738,0.42,0.900764137,861.0585,872.2880245
SMARCA1,-0.0754,0.42,0.900764137,1435.9829,1473.035933
SNX14,-0.0776,0.42,0.900764137,1039.332,1048.251204
SNX20,0.0737,0.42,0.900764137,48.1246,57.10228105
SON,-0.0682,0.42,0.900764137,3955.8683,4029.634013
SYNGR4,0.0812,0.42,0.900764137,2.0088,3.42588268
SYNRG,0.0711,0.42,0.900764137,974.1754,979.088484
TAF1B,-0.078,0.42,0.900764137,235.0784,249.3596709
TBRG4,0.0743,0.42,0.900764137,1327.1793,1413.984049
TCF15,0.0741,0.42,0.900764137,3.4014,6.397453595
THADA,-0.0833,0.42,0.900764137,703.75855,724.4842801
THRB,0.0804,0.42,0.900764137,286.0684,307.9357964
TMEM170A,-0.0759,0.42,0.900764137,826.2792,838.2989405
TRIM56,0.0702,0.42,0.900764137,178.5069,189.0841199
TSG101,0.0721,0.42,0.900764137,1293.1834,1366.434389
UPB1,-0.0825,0.42,0.900764137,1.9361,2.450445098
USP24,-0.0665,0.42,0.900764137,1159.3046,1215.444647
UTP15,-0.0745,0.42,0.900764137,255.0394,254.1269637
VAMP4,0.0824,0.42,0.900764137,638.1999,688.7713696
VPS25,0.0685,0.42,0.900764137,1075.502,1130.82461
WDR33,-0.0747,0.42,0.900764137,995.0139,1029.218481
WNT9B,-0.0696,0.42,0.900764137,5.4754,9.369388562
ZBTB7A,0.0713,0.42,0.900764137,461.5385,464.5172725
ZCCHC6,0.074,0.42,0.900764137,362.8067,368.6221127
ZDHHC8,-0.0705,0.42,0.900764137,741.0526,772.6926193
ZMPSTE24,-0.0698,0.42,0.900764137,1515.0703,1568.787515
ZNF208,0.0821,0.42,0.900764137,2.8653,15.0122585
ZNF264,-0.0679,0.42,0.900764137,536.9921,561.0996186
ZNF302,-0.0724,0.42,0.900764137,1155.0065,1200.435
ZNF346,-0.0732,0.42,0.900764137,389.5686,402.0830791
ZNF484,-0.0824,0.42,0.900764137,99.3448,105.2541167
ZNF492,-0.0803,0.42,0.900764137,1.6203,8.707662092
ZNF576,-0.0672,0.42,0.900764137,342.8619,363.3472451
ZNF785,-0.071,0.42,0.900764137,257.2465,265.5331729
ZYX,0.0735,0.42,0.900764137,6536.5608,7612.496662
ABCA7,0.0723,0.43,0.903117985,132.8904,173.677667
ABCB10,-0.0736,0.43,0.903117985,331.0313,348.6877405
ABCC6P2,-0.0733,0.43,0.903117985,19.4064,24.49473105
ADRB2,0.075,0.43,0.903117985,41.5563,57.2431281
AEBP2,-0.0709,0.43,0.903117985,502.4786,540.9786069
AFMID,0.0708,0.43,0.903117985,277.5229,335.1344235
ALG11,-0.0723,0.43,0.903117985,12.3203,14.25378464
AMZ2P1,0.07,0.43,0.903117985,456.8514,498.7675422
ANKRD36,-0.069,0.43,0.903117985,112.3389,135.3713735
ARAF,-0.0713,0.43,0.903117985,1090.9532,1085.866024
ARF5,0.0711,0.43,0.903117985,3538.4056,3804.865733
ARHGAP10,0.0733,0.43,0.903117985,169.063,184.5819699
ARHGAP15,0.0738,0.43,0.903117985,110.7784,128.6666337
ARHGEF11,0.0724,0.43,0.903117985,1058.7711,1149.961975
ATG4C,-0.0709,0.43,0.903117985,310.224,339.1812771
ATP5H,0.0671,0.43,0.903117985,1769.121,2039.904574
BAALC,-0.0738,0.43,0.903117985,11950.6821,13438.55403
BNIP3L,0.0719,0.43,0.903117985,4027.0806,4188.792945
BRD8,-0.0779,0.43,0.903117985,1345.9405,1389.585525
GPATCH2L,-0.075,0.43,0.903117985,206.1069,213.7391899
FAM219B,-0.0761,0.43,0.903117985,1363.7874,1415.784762
ASB16-AS1,0.0684,0.43,0.903117985,157.8293,167.6051696
C17orf74,0.0777,0.43,0.903117985,1.4111,1.944429412
PIFO,0.0707,0.43,0.903117985,492.7624,726.3084529
C22orf31,0.0798,0.43,0.903117985,1.337,2.609923203
LRRC75B,0.0698,0.43,0.903117985,181.2997,208.3379327
TMA16,-0.073,0.43,0.903117985,270.7692,280.8191
MTURN,0.0692,0.43,0.903117985,3272.3549,4160.253036
CD28,0.0771,0.43,0.903117985,11.236,17.33703693
CD300A,0.073,0.43,0.903117985,535.1185,570.4381114
CD63,0.0702,0.43,0.903117985,18816.5337,20982.88746
CDNF,-0.0719,0.43,0.903117985,9.5499,13.15950327
CECR5-AS1,-0.0698,0.43,0.903117985,5.7292,7.636535294
CENPBD1,0.0701,0.43,0.903117985,299.028,314.1618984
CLSPN,0.069,0.43,0.903117985,96.5941,119.3975582
COL27A1,0.0776,0.43,0.903117985,96.4252,145.1945092
COX15,-0.067,0.43,0.903117985,695.6618,738.1021892
CRADD,0.0723,0.43,0.903117985,235.8922,275.2250369
CRLF1,-0.0693,0.43,0.903117985,30.4183,169.7158549
CSF1R,0.0693,0.43,0.903117985,3248.2933,3774.657275
CTCFL,0.0709,0.43,0.903117985,2.5082,3.346634967
CXCL3,0.0734,0.43,0.903117985,28.5196,85.94642418
CYP20A1,-0.0719,0.43,0.903117985,552.8725,569.8253248
DCLK1,-0.0687,0.43,0.903117985,2155.5241,2445.279701
DDX5,-0.0682,0.43,0.903117985,10541.6354,10655.7404
DEPDC7,-0.0737,0.43,0.903117985,39.2157,51.96634935
DGKZ,0.0653,0.43,0.903117985,665.4452,728.6306297
DMGDH,0.0756,0.43,0.903117985,26.3513,41.45254477
ETNK1,-0.0739,0.43,0.903117985,1222.1507,1351.901582
ETV7,0.0727,0.43,0.903117985,38.9381,57.70678758
F5,0.0723,0.43,0.903117985,13.0951,56.37909641
FAM135A,-0.0727,0.43,0.903117985,435.9526,450.9301755
FAM153A,0.085,0.43,0.903117985,1.9084,6.913205229
FAM156A,-0.067,0.43,0.903117985,971.6733,1066.494914
FAM58A,0.0705,0.43,0.903117985,319.398,387.3430592
FHL5,-0.0703,0.43,0.903117985,57.3546,69.20527124
FOXD4L4,-0.0656,0.43,0.903117985,4.5249,6.540981046
FOXG1,-0.0713,0.43,0.903117985,1265.2454,1390.215215
CMTR1,-0.0775,0.43,0.903117985,1344.283,1467.000219
FUT3,-0.0822,0.43,0.903117985,1.9039,4.204133007
GABARAPL2,-0.0736,0.43,0.903117985,3677.7669,4313.540898
GALR1,-0.0632,0.43,0.903117985,81.611,122.6416611
GATSL3,-0.0709,0.43,0.903117985,267.6328,321.9960905
GINS1,-0.0678,0.43,0.903117985,504.9945,550.7639984
GJA9,0.0753,0.43,0.903117985,6.8581,7.425589869
GRM6,-0.0692,0.43,0.903117985,17.0554,21.56454412
GTF3C5,-0.0702,0.43,0.903117985,1173.034,1206.107766
HAT1,-0.0773,0.43,0.903117985,1036.1688,1082.146296
HERPUD1,0.0705,0.43,0.903117985,2121.393,2176.309954
HIST1H3D,-0.0664,0.43,0.903117985,7.9764,17.25359673
HOXA9,0.0778,0.43,0.903117985,10.1289,59.47399967
HSPB7,0.0751,0.43,0.903117985,83.3709,143.8544771
IFNAR2,0.0858,0.43,0.903117985,600.7243,606.360969
IRAK2,0.0706,0.43,0.903117985,207.0518,236.6462673
KDELC1,-0.0692,0.43,0.903117985,181.5902,206.5333676
KRT75,0.0767,0.43,0.903117985,7.9904,41.1654549
LIAS,-0.0747,0.43,0.903117985,205.0874,208.5714317
LIPG,0.0764,0.43,0.903117985,232.7801,343.3921131
LOC400043,0.0737,0.43,0.903117985,330.1319,333.9061931
LOC407835,-0.0683,0.43,0.903117985,185.6835,195.0726418
PAX8-AS1,0.0722,0.43,0.903117985,96.4415,341.1267346
HNRNPA1P33,-0.0715,0.43,0.903117985,1.6971,2.260621895
LRRC3B,0.0721,0.43,0.903117985,113.8436,177.1133559
MAP4,0.0735,0.43,0.903117985,11595.0726,11499.13046
MESTIT1,-0.0718,0.43,0.903117985,32.15,44.76331242
MFSD10,0.084,0.43,0.903117985,1127.237,1177.714125
MIAT,0.0768,0.43,0.903117985,441.5953,780.6966252
MRC2,0.0797,0.43,0.903117985,3633.1786,4175.39103
MRPL14,-0.0749,0.43,0.903117985,610.5593,896.6050444
MRPL42,-0.0668,0.43,0.903117985,728.2247,802.9599229
MRPL49,-0.0704,0.43,0.903117985,1514.2371,1667.127393
FAN1,-0.0858,0.43,0.903117985,589.9033,589.1588716
MYO6,-0.0749,0.43,0.903117985,1387.4993,1422.738658
NCKAP1L,0.07,0.43,0.903117985,678.7853,766.2591065
NDUFS1,-0.0706,0.43,0.903117985,1344.79,1364.110979
NTSR2,0.0782,0.43,0.903117985,78.4109,212.0404458
OSBPL10,-0.0762,0.43,0.903117985,245.5696,283.4855059
OSBPL1A,0.0821,0.43,0.903117985,1122.0135,1191.727149
PBRM1,-0.0673,0.43,0.903117985,847.4139,912.169065
PCOLCE,0.0789,0.43,0.903117985,680.9259,1841.829245
PDIK1L,-0.074,0.43,0.903117985,331.814,346.7237415
PDPK1,0.0689,0.43,0.903117985,1039.3092,1048.392963
PEX11A,-0.0745,0.43,0.903117985,127.6042,134.4761389
PFDN4,0.0652,0.43,0.903117985,290.2492,339.942251
PHKG2,-0.0759,0.43,0.903117985,425.4606,433.9156529
PIK3R3,-0.0759,0.43,0.903117985,1012.3775,1107.832783
PPP1R1C,0.0812,0.43,0.903117985,90.0553,136.9657637
PPP1R9B,0.0711,0.43,0.903117985,1920.265,1921.894576
PRKDC,-0.0658,0.43,0.903117985,3421.3748,3543.144655
PRKY,0.1348,0.43,0.903117985,25.1079,64.78458529
PRODH,0.0764,0.43,0.903117985,380.4453,517.2305409
PRPF31,-0.0727,0.43,0.903117985,1364.0537,1387.489533
PRRT1,0.077,0.43,0.903117985,179.9125,212.7041448
PRSS50,-0.0742,0.43,0.903117985,4.6048,8.659327778
PRSS55,-0.0716,0.43,0.903117985,1.6649,2.644291503
RAB6B,0.0774,0.43,0.903117985,2163.3789,2468.466173
RBL2,-0.0751,0.43,0.903117985,1341.0412,1366.783999
RDH5,0.0756,0.43,0.903117985,158.9285,205.8380595
RNF130,0.0719,0.43,0.903117985,2531.5167,2622.611314
RNF185,-0.0711,0.43,0.903117985,1329.7796,1286.72978
LINC00632,0.0734,0.43,0.903117985,4.7198,15.15427092
RPL23,-0.0698,0.43,0.903117985,7266.307,8282.20338
RRP7A,0.0824,0.43,0.903117985,559.4002,590.5250941
SAP30BP,0.0749,0.43,0.903117985,1476.4971,1586.606829
SASS6,-0.0703,0.43,0.903117985,100.0607,109.2686461
SCARNA10,-0.0757,0.43,0.903117985,2.9042,21.50397941
SCCPDH,-0.0713,0.43,0.903117985,1600.5374,1685.485189
SEC62,0.0691,0.43,0.903117985,3312.9252,3464.222499
SEMA3D,-0.0717,0.43,0.903117985,16.9014,70.67985
SH3BGRL2,0.0766,0.43,0.903117985,302.5032,346.334966
SLC35E4,0.0776,0.43,0.903117985,127.1035,144.0283409
SLC45A2,0.0711,0.43,0.903117985,1.9639,2.835581373
SLC7A10,0.0756,0.43,0.903117985,7.8731,48.65388562
SNX2,0.0756,0.43,0.903117985,1163.8086,1223.274067
STIP1,0.0731,0.43,0.903117985,2927.295,2984.518968
STK17A,0.0782,0.43,0.903117985,1621.5802,1901.368502
TGFB1,0.0797,0.43,0.903117985,1522.0198,1658.44702
THAP2,-0.0727,0.43,0.903117985,212.1729,236.6374369
TMEM135,-0.0749,0.43,0.903117985,312.06785,326.341699
TMEM25,0.079,0.43,0.903117985,611.6552,616.4049709
TMEM99,0.0693,0.43,0.903117985,236.353,268.8727386
TOMM22,-0.0725,0.43,0.903117985,1209.4456,1390.589652
TRIM32,-0.0722,0.43,0.903117985,396.357,401.9641461
TSC22D3,0.0705,0.43,0.903117985,2505.2089,3049.5821
TXNDC16,-0.0778,0.43,0.903117985,381.3404,402.2071225
TYW1B,0.0688,0.43,0.903117985,71.3092,107.0880771
UPF2,-0.0698,0.43,0.903117985,384.7803,400.4565075
UPF3B,-0.066,0.43,0.903117985,301.0845,323.9288526
URM1,-0.0694,0.43,0.903117985,1694.8293,1782.548326
WDR86,0.0784,0.43,0.903117985,25.4867,38.69955915
WWC1,0.0689,0.43,0.903117985,740.8786,808.0677837
ZBED5,-0.0702,0.43,0.903117985,987.041,1016.582151
ZBTB24,-0.0657,0.43,0.903117985,224.1634,222.462669
ZNF154,-0.0748,0.43,0.903117985,114.0788,130.4227307
ZNF174,-0.0731,0.43,0.903117985,291.7658,293.9610827
ZNF182,-0.0699,0.43,0.903117985,153.1579,154.4452722
ZNF330,0.0757,0.43,0.903117985,525.6682,533.8394137
ZNF34,-0.0782,0.43,0.903117985,168.8876,175.3707405
ZNF354C,-0.0667,0.43,0.903117985,66.9792,74.32166928
ZNF366,-0.074,0.43,0.903117985,22.9226,24.55066732
ZNF680,-0.0884,0.43,0.903117985,554.2388,616.9021801
ZNF683,0.0798,0.43,0.903117985,2.6137,5.092037582
ZNF721,-0.0744,0.43,0.903117985,459.3957,465.2597235
ZNF782,-0.0664,0.43,0.903117985,57.8807,60.66649281
ZNF821,-0.0791,0.43,0.903117985,339.3665,372.2676461
ZZEF1,0.0696,0.43,0.903117985,1024.9781,1055.022795
ACTA2,0.0774,0.44,0.906927785,1486.1001,2142.252835
ADAM19,0.0675,0.44,0.906927785,416.0959,673.1131144
ANKHD1,-0.0667,0.44,0.906927785,1357.6821,1395.154113
APC2,0.0683,0.44,0.906927785,3976.4679,4324.181642
APOBEC2,-0.0713,0.44,0.906927785,2.0153,2.347277778
APRT,-0.0668,0.44,0.906927785,903.4608,975.7032824
AQP11,0.0776,0.44,0.906927785,67.3786,74.77899771
ATP13A4,-0.068,0.44,0.906927785,474.0297,536.1340007
ATP1B1,0.0769,0.44,0.906927785,2362.0995,2593.190212
B3GALT4,0.0629,0.44,0.906927785,142.5981,150.0772797
BDH2,-0.0758,0.44,0.906927785,866.4756,953.9771046
BTBD19,0.0697,0.44,0.906927785,20.6039,28.11247484
CFAP46,0.0737,0.44,0.906927785,18.2724,20.59814346
C15orf39,-0.0746,0.44,0.906927785,463.1128,508.0273556
C17orf100,0.068,0.44,0.906927785,136.037,145.6704807
C19orf73,0.0681,0.44,0.906927785,25.2294,27.43508301
C1QTNF6,0.08,0.44,0.906927785,405.5365,509.0141958
TMEM240,-0.0647,0.44,0.906927785,71.6087,78.71189771
C6orf201,-0.0695,0.44,0.906927785,10.1595,11.53990261
HILPDA,0.0677,0.44,0.906927785,833.91,1355.290409
ERICH5,-0.0766,0.44,0.906927785,1.0801,2.18657549
C9orf142,-0.0699,0.44,0.906927785,492.0846,538.6976935
C9orf9,0.0775,0.44,0.906927785,325.4994,378.2037536
CAMLG,0.0691,0.44,0.906927785,1073.1305,1178.162674
CAMTA1,0.0771,0.44,0.906927785,867.2295,867.0078732
CAPN9,0.0759,0.44,0.906927785,2.7473,6.426260458
CBFA2T3,0.0712,0.44,0.906927785,31.2872,43.37115458
CCRL2,0.0707,0.44,0.906927785,86.4629,99.77115163
CD19,-0.0748,0.44,0.906927785,1.7227,2.595763725
CD84,0.0689,0.44,0.906927785,142.8571,173.0312333
CETN4P,0.0784,0.44,0.906927785,6.5312,7.657564706
CLCN6,0.0667,0.44,0.906927785,973.4717,1003.903476
COPS5,0.0708,0.44,0.906927785,1335.7746,1466.179707
CXCL14,0.0694,0.44,0.906927785,858.4706,2202.171697
CYLD,0.0656,0.44,0.906927785,862.7049,901.7105627
DLX2,-0.0725,0.44,0.906927785,13.424,60.61458758
DNAL4,0.0738,0.44,0.906927785,379.878,397.8998853
DSCC1,-0.074,0.44,0.906927785,175.2113,186.5574363
EID1,-0.0692,0.44,0.906927785,6043.2097,6208.297969
EIF3CL,-0.0735,0.44,0.906927785,7075.6886,7394.758005
EIF4B,-0.0748,0.44,0.906927785,3829.4263,4026.495143
EIF4EBP2,-0.0744,0.44,0.906927785,2248.2877,2412.653559
ELAVL3,0.0726,0.44,0.906927785,879.5299,1038.318486
EPDR1,0.0721,0.44,0.906927785,1338.2767,1475.089667
ERBB3,0.0728,0.44,0.906927785,255.8796,560.2885582
FAM160A2,0.0719,0.44,0.906927785,494.2105,513.6736346
FAM184A,-0.0652,0.44,0.906927785,150.9711,169.6063245
FAM188B,0.0731,0.44,0.906927785,223.2205,244.3676092
FKBP2,0.0688,0.44,0.906927785,703.2859,753.2028539
FLJ26850,0.0703,0.44,0.906927785,11.236,18.35305294
TAPT1-AS1,-0.0734,0.44,0.906927785,58.7413,64.42611209
FRYL,-0.0665,0.44,0.906927785,1047.9482,1124.187459
GGA1,0.0738,0.44,0.906927785,1132.0278,1169.259199
GIPC3,-0.0699,0.44,0.906927785,98.0598,110.5763301
GJB1,0.07,0.44,0.906927785,115.1818,297.7082461
GMPR2,-0.0688,0.44,0.906927785,1169.4352,1178.871437
GPATCH8,-0.069,0.44,0.906927785,1200.6689,1231.27122
GPD2,-0.0657,0.44,0.906927785,1152.1226,1161.377371
